"","disorder","unique_row","study_ID","short_cite","long_cite","peer_reviewed","coder","expt_unique","same_sample","task_type","participant_design","native_language","group_name_1","group_name_2","n_1","n_2","feature","unit","x_1","x_2","SD_1","SD_2","expt_num","expt_condition","n_1_M","n_2_M","n_1_F","n_2_F","mean_age_1","mean_age_2","sd_age_1","sd_age_2","mean_education_1","mean_education_2","sd_education_1","sd_education_2","mean_total_task_duration_1","mean_total_task_duration_2","sd_total_task_duration_1","sd_total_task_duration_2","task_type_specification","native_language_specification","diagnosis_specification","feature_specification","prosody_type","notes","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_sample_calc","all_mod","mean_age_1_years","mean_age_2_years","EffectSize","Variance","StandardError"
"124","asd",44,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013).1","AG_asd","spontaneous","between","Danish","ASD","HC",30,17,"pitch_range",NA,222.2827312,260.4344786,145.9266502,216.854051,NA,NA,19,9,11,8,418.4,304.94,431.99,67.76,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.21865917955139,0.0926654993068224,-0.2149320344454,0.0895333719251642,-0.104489126457264,0.0207009108483895,-0.104871907096784,0.037037037037037,-0.396603880854286,0.304857273262586,"between",377.361276595745,23.5,"Fusaroli2013 AG",NA,34.8666666666667,25.4116666666667,-0.214991072188324,0.0926485772251053,0.304382287962203
"125","asd",45,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013).2","AI_asd","spontaneous","between","Danish","ASD","HC",12,12,"pitch_range",NA,272.0522823,159.7789583,252.6127774,44.07474391,NA,NA,4,5,8,7,303,302,73.82,70.5,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.619190879978419,0.174654111371843,0.59707691997919,0.162401590803665,0.295746171203644,0.0331792278670499,0.304851579367514,0.111111111111111,1.12308802444448,0.574588995421296,"between",302.5,12,"Fusaroli2013 AI",NA,25.25,25.1666666666667,0.597798242992318,0.174111723735931,0.417266969380433
"126","asd",46,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015)","AJ_asd","spontaneous","between","Danish","ASD","HC",29,38,"pitch_range",NA,211.0136463,184.0689193,46.9790752,24.72811342,NA,NA,24,27,5,11,131.26,130.54,16.81,16.06,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.747658823127334,0.0649701429884048,0.738897196293811,0.0634563275534791,0.347372885152719,0.0108443758743444,0.362453016122538,0.0384615384615385,1.35610309805246,0.213743203059255,"between",130.851641791045,33.5,"Fusaroli2015 AJ",NA,10.9383333333333,10.8783333333333,0.738993090227059,0.0648740017317122,0.254703752881092
"127","asd",47,"Fusaroli2015","Fusaroli, Grossman, et al. (2015)","Fusaroli, R., Grossman, R.B., Cantio, C., Bilenberg, N., & Weed, E. (2015). The temporal structure of the autistic voice: A cross-linguistic examination. Paper presented at the IMFAR 2015, Salt Lake City, United States.",NA,"LNJ, ND","Fusaroli, Grossman, et al. (2015).1","AJ_asd","spontaneous","between","Danish","ASD","HC",29,38,"pitch_range",NA,226.9358971,224.4913235,58.84980797,26.93840035,NA,NA,24,27,5,11,131.26,130.54,16.81,16.06,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.0560092915147757,0.060821958846135,0.0553529326298369,0.0594047968106423,0.0277401567645636,0.0148966775125302,0.0277472755525738,0.0384615384615385,0.101589617340709,0.200096224236896,"between",130.851641791045,33.5,"Fusaroli2015 AJ",NA,10.9383333333333,10.8783333333333,0.0553601163225797,0.0608214193069056,0.246619989674206
"128","asd",48,"Hubbard2017","Hubbard, et al. (2017)","Hubbard, D. J., Faso, D. J., Assmann, P. F., & Sasson, N. J. (2017). Production and perception of emotional prosody by adults with autism spectrum disorder. Autism Research, 10(12), 1991-2001.","yes","LNJ, ND","Hubbard, et al. (2017)","AL_asd","spontaneous","between","English","ASD","HC",15,15,"pitch_range",NA,119.4476574,92.63256327,36.1304595,6.39e-06,NA,NA,15,15,0,0,328,248,72.01,23.85,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","American English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",1.04959279012094,0.151694083751231,1.0204374348398,0.143383682558069,0.464692561178414,0.0182792307421361,0.50327970486385,0.0833333333333333,1.90375073542618,0.499053532203456,"between",288,15,"Hubbard2017 AL",NA,27.3333333333333,20.6666666666667,1.02118253323994,0.150713562769906,0.3882184472303
"129","asd",49,"Seidl2018","Seidl et al. (2018)","Seidl, A., Cristia, A., Soderstrom, M., Ko, E. S., Abel, E. A., Kellerman, A., & Schwichtenberg, A. J. (2018). Infant–mother acoustic–prosodic alignment and developmental risk. Journal of Speech, Language, and Hearing Research, 61(6), 1369-1380.","yes","LNJ, ND","Seidl et al. (2018)","AM_asd","social interaction","between","English","ASD","HC",18,17,"pitch_range",NA,3.052563832,3.035822706,0.2455253159,0.218954067,NA,NA,12,10,6,7,15.67,15.83,3.93,3.5,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","American English","HR",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.0718438558858937,0.114452821247728,0.070160015513568,0.109150716064194,0.0358841371151491,0.0284795467681699,0.0358995513504381,0.0666666666666667,0.130310340129969,0.376534689434557,"between",15.7477142857143,17.5,"Seidl2018 AM",NA,1.30583333333333,1.31916666666667,0.0701964708197342,0.114449478460399,0.338303825666219
"130","asd",50,"Diehl2009","Diehl, et al. (2009)","Diehl, J.J., Watson, D.G., Bennetto, L., McDonough, J., & Gunlogson, C. (2009). An acoustic analysis of prosody in high-functioning autism. Applied Psycholinguistics, 30, 385–404.","yes","LNJ, ND","Diehl, et al. (2009)","C_asd","spontaneous","between","English","ASD","HC",21,21,"pitch_sd",NA,49.57,41.69,9.81,12.49,NA,NA,19,19,2,2,162.96,158.88,25.2,25.08,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","American English","HFA",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.701677430758357,0.101099419248043,0.688183634013004,0.0972483688846749,0.331055384971181,0.0178421643686043,0.344013080038328,0.0555555555555556,1.27270207780701,0.332603757719356,"between",160.92,21,"Diehl2009 C",NA,13.58,13.24,0.688424283878034,0.100880095174202,0.317616270323487
"131","asd",51,"Diehl2009","Diehl, et al. (2009)","Diehl, J.J., Watson, D.G., Bennetto, L., McDonough, J., & Gunlogson, C. (2009). An acoustic analysis of prosody in high-functioning autism. Applied Psycholinguistics, 30, 385–404.","yes","LNJ, ND","Diehl, et al. (2009).1","D_asd","spontaneous","between","English","ASD","HC",17,17,"pitch_sd",NA,58.77,45.2,16.46,14.73,NA,NA,13,12,4,5,105.72,113.88,25.56,26.64,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","American English","HFA",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.868815246651854,0.128747646070805,0.847795522942534,0.12259328083524,0.398436836234108,0.0191624738804102,0.421789402968145,0.0714285714285714,1.57585654201413,0.42356277809677,"between",109.8,17,"Diehl2009 D",NA,8.81,9.49,0.848264951436798,0.128228726879942,0.358090389259391
"132","asd",52,"Scharfstein2011","Scharfstein, et al. (2011)","Scharfstein, L.A., Beidel, D.C., Sims, V.K., & Finnell, L.R. (2011). Social skills deficits and vocal characteristics of children with social phobia or Asperger’s disorder: A comparative study. Journal of Abnormal Child psychology, 39, 865–875.","yes","LNJ, ND","Scharfstein, et al. (2011)","E_asd","social interaction","between","English","ASD","HC",30,30,"pitch_sd","Hz",57.2,62.12,17.7,24.4,NA,NA,26,22,4,8,126.84,127.2,19.2,24,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","American English","Aspergers",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.230824437097915,0.0671106660063464,-0.22778727345189,0.0653562147309035,-0.114651168808717,0.0161247035729892,-0.115157527486746,0.037037037037037,-0.418669217257919,0.220785241525425,"between",127.02,30,"Scharfstein2011 E",NA,10.57,10.6,-0.227824546004415,0.0670992001980176,0.259035133134518
"133","asd",53,"Nakai2014","Nakai, et al. (2014)","Nakai, Y., Takashima, R., Takiguchi, T., & Takada, S. (2014). Speech intonation in children with autism spectrum disorder. Brain and Development, 36, 516–522.","yes","LNJ, ND","Nakai, et al. (2014)","H_asd","spontaneous","between","Japanese","ASD","HC",6,16,"pitch_sd","Hz",45.14,48.19,12.2,13.25,NA,NA,5,10,1,6,68.4,70.8,6,8.04,NA,NA,NA,NA,NA,NA,NA,NA,"lexical elicitation","Japanese","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.234697421535714,0.230418550295656,-0.225433049632989,0.212586643789049,-0.103958899117978,0.0442370154155726,-0.104335856820621,0.333333333333333,-0.425694033968889,0.758046646030211,"between",70.1454545454545,11,"Nakai2014 H",NA,5.7,5.9,-0.225765901729328,0.230325081266295,0.479921953307301
"134","asd",54,"Nakai2014","Nakai, et al. (2014)","Nakai, Y., Takashima, R., Takiguchi, T., & Takada, S. (2014). Speech intonation in children with autism spectrum disorder. Brain and Development, 36, 516–522.","yes","LNJ, ND","Nakai, et al. (2014).1","I_asd","spontaneous","between","Japanese","ASD","HC",20,21,"pitch_sd","Hz",50.26,61.73,12.32,17.09,NA,NA,15,10,5,11,93,93,6.96,9.6,NA,NA,NA,NA,NA,NA,NA,NA,"lexical elicitation","Japanese","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.766844556723477,0.104790396084614,-0.751709466788145,0.100694753439859,-0.357915562544058,0.0173539278370667,-0.374493155412119,0.0588235294117647,-1.39090216945151,0.3447465847962,"between",93,20.5,"Nakai2014 I",NA,7.75,7.75,-0.751986359623121,0.104515187680746,0.323288087749527
"135","asd",55,"Kaland2012","Kaland, Krahmer, & Swerts (2012)","Kaland, C., Krahmer, E., & Swerts, M. (2012). Contrastive into- nation in autism: The effect of speaker-and listener-perspective. In Proceedings of Interspeech 2012. Portland, Oregon.",NA,"LNJ, ND","Kaland, Krahmer, & Swerts (2012)","J_asd","spontaneous","between","Dutch","ASD","HC",20,20,"pitch_sd","Sds",0.48,0.36,0.16,0.18,NA,NA,14,3,6,17,346.8,261.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sentence elicitation","Dutch","HFA",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.704664263417644,0.106206896551724,0.690380528348368,0.101944850255661,0.332309265373027,0.0186910595331475,0.345421955572387,0.0588235294117647,1.2781195929855,0.349406684544313,"between",304.2,20,"Kaland2012 J",NA,28.9,21.8,0.690648774585577,0.105962446622957,0.325518734672763
"136","asd",56,"Chan2016","Chan et al. (2016)","Chan, K.K., & To, C.K. (2016). Do individuals with high-functioning autism who speak a tone language show intonation deficits? Journal of Autism and Developmental Disorders, 46, 1784–1792.","yes","LNJ, ND","Chan et al. (2016)","Z_asd","spontaneous","between","Cantonese","ASD","HC",19,19,"pitch_sd","Hz",27.35,22.16,7.86,4.69,NA,NA,19,19,0,0,318,318,25,25,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Cantonese","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.801905741604776,0.11372437918972,0.784722047141817,0.108902697602645,0.372152988575032,0.01817869423868,0.3909198926839,0.0625,1.45449612429851,0.374138211120671,"between",318,19,"Chan2016 Z",NA,26.5,26.5,0.785062825473083,0.113372679472892,0.336708597266081
"137","asd",57,"Quigley2016","Quigley et al. (2016)","Quigley, J., McNally, S., & Lawson, S. (2016). Prosodic patterns in interaction of low-risk and at-risk-of-autism spectrum disorders infants and their mothers at 12 and 18 months. Language Learning and Development, 12, 295–310.","yes","LNJ, ND","Quigley et al. (2016)","AC_asd","social interaction","between","English","ASD","HC",10,9,"pitch_sd","Hz",103.78,94.24,31.65,25.77,NA,NA,5,5,5,4,12.12,11.95,0.89,0.84,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","Irish English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.328606632841482,0.213952751088675,0.313203196927038,0.194364791699453,0.161910682659286,0.0492540936271062,0.163348195267511,0.142857142857143,0.596026501731028,0.70387633792332,"between",12.0394736842105,9.5,"Quigley2016 AC",NA,1.01,0.995833333333333,0.313855975847822,0.213703363047306,0.462280610719621
"138","asd",58,"Quigley2016","Quigley et al. (2016)","Quigley, J., McNally, S., & Lawson, S. (2016). Prosodic patterns in interaction of low-risk and at-risk-of-autism spectrum disorders infants and their mothers at 12 and 18 months. Language Learning and Development, 12, 295–310.","yes","LNJ, ND","Quigley et al. (2016).1","AC_asd","social interaction","between","English","ASD","HC",10,9,"pitch_sd","Hz",100.82,83.57,22.7,23.87,NA,NA,5,5,5,4,18.27,18.13,0.85,0.88,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","Irish English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.741682797970762,0.225587252500736,0.706916416815882,0.20493412269415,0.347278930326742,0.0382476989230762,0.362346172142306,0.142857142857143,1.34526378742282,0.742152313370306,"between",18.2036842105263,9.5,"Quigley2016 AC",NA,1.5225,1.51083333333333,0.708389773857514,0.224316797208635,0.473620942535943
"139","asd",59,"Dahlgreen2018","Dahlgren et al. (2018)","Dahlgren, S., Sandberg, A. D., Strömbergsson, S., Wenhov, L., Råstam, M., & Nettelbladt, U. (2018). Prosodic traits in speech produced by children with autism spectrum disorders–Perceptual and acoustic measurements. Autism & Developmental Language Impairments, 3, 2396941518764527.","yes","LNJ, ND","Dahlgren et al. (2018)","AD_asd","spontaneous","between","Swedish","ASD","HC",11,11,"pitch_sd",NA,23.73,23.98,2.58,2.15,NA,NA,10,6,1,5,11.1,11.1,1.1,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Swedish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.105274123305254,0.182070060023584,-0.101118565806362,0.167979804339626,-0.0525642931229702,0.0451412611621285,-0.0526127853389528,0.125,-0.190946137921385,0.598986488571789,"between",11.1,11,"Dahlgreen2018 AD",NA,0.925,0.925,-0.101267867457839,0.18205125411317,0.426674646672578
"140","asd",60,"Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.",NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016)","AE_asd","spontaneous","between","English","ASD","HC",17,17,"pitch_sd",NA,67.49226899,32.05721871,57.14512987,11.9633429,NA,NA,15,14,2,3,551.29,591.53,169.52,133.14,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","British English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.858330333671251,0.128481337672062,0.837564277211463,0.122339702449054,0.394380198982271,0.0193430020356848,0.416976447801008,0.0714285714285714,1.55683901351586,0.42268665858201,"between",571.41,17,"Fusaroli2016 AE",NA,45.9408333333333,49.2941666666667,0.838028040615327,0.127974867600847,0.357735751080105
"141","asd",61,"Fusaroli2016","Fusaroli, Lambrechts, et al. (2016)","Fusaroli, R., Lambrechts, A., Yarrow, K., Maras, K., & Gaigg, S. (2016). Conversational voice patterns in adult English speakers with ASD. Paper presented at the IMFAR 2016, Baltimore, United States.",NA,"LNJ, ND","Fusaroli, Lambrechts, et al. (2016).1","AE_asd","social interaction","between","English","ASD","HC",17,17,"pitch_sd",NA,38.4251525,38.81481639,9.908545697,14.21192805,NA,NA,15,14,2,3,534.35,591.53,162,145.91,NA,NA,NA,NA,NA,NA,NA,NA,"social interaction","British English","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.0318075391405075,0.11766193705215,-0.0310380019032371,0.112037488318192,-0.0159017586823894,0.0293931753838615,-0.0159030992234433,0.0714285714285714,-0.0576924942709075,0.387092257256865,"between",562.94,17,"Fusaroli2016 AE",NA,44.5291666666667,49.2941666666667,-0.0310551877954766,0.117661241539544,0.343017844345661
"142","asd",62,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013)","AF_asd","spontaneous","between","Danish","ASD","HC",10,14,"pitch_sd",NA,26.20531939,18.76451691,15.77920768,7.847299365,NA,NA,7,11,3,3,358.8,325.71,81.1,92.1,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","Aspergers",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",0.632841455108959,0.179772077830747,0.610239974569353,0.167160516248233,0.297835808774868,0.0330676308959047,0.307143063200048,0.142857142857143,1.14784742893769,0.591426430183773,"between",339.4975,12,"Fusaroli2013 AF",NA,29.9,27.1425,0.610977199744968,0.179205511816242,0.423326719941279
"143","asd",63,"Fusaroli2013","Fusaroli, et al. (2013)","Fusaroli, R., Bang, D., & Weed, E. (2013). Non-Linear Analyses of Speech and Prosody in Asperger’s Syndrome. Paper presented at the IMFAR 2013, San Sebastian.",NA,"LNJ, ND","Fusaroli, et al. (2013).1","AG_asd","spontaneous","between","Danish","ASD","HC",30,17,"pitch_sd",NA,47.47480082,60.40603312,55.20198719,79.42255824,NA,NA,19,9,11,8,418.4,304.94,431.99,67.76,NA,NA,NA,NA,NA,NA,NA,NA,"narrative elicitation","Danish","ASD",NA,NA,NA,"Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis","asd_fusaroli_2017","Autism_Spectrum_Disorder",-0.199376335356319,0.0925797449057376,-0.195977875094563,0.0894505160538423,-0.0953623779416465,0.0207963844085722,-0.0956530401828178,0.037037037037037,-0.361628670312639,0.304575152591133,"between",377.361276595745,23.5,"Fusaroli2013 AG",NA,34.8666666666667,25.4116666666667,-0.196031706490328,0.0925656758296673,0.304246077755601
